CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
86	2191	251096	0.87	253287
87	2107	241049	0.87	243156
88	2304	243722	0.94	246026
89	2099	227451	0.91	229550
90	2262	226710	0.99	228972
91	3148	286379	1.09	289527
92	2310	236990	0.97	239300
93	2575	260964	0.98	263539
94	2078	224378	0.92	226456
95	1930	223672	0.86	225602
96	2411	264716	0.90	267127
97	2063	219374	0.93	221437
98	1184	150096	0.78	151280
99	1286	153251	0.83	154537
100	2302	227108	1.00	229410

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	2789	31180	8.21	33969
2	421	12692	3.21	13113
3	437	16363	2.60	16800
4	9470	751507	1.24	760977
5	6846	679833	1.00	686679
6	9350	853916	1.08	863266
7	8727	855314	1.01	864041
8	9395	881035	1.06	890430
9	8451	804079	1.04	812530
10	8380	842031	0.99	850411
11	8158	799705	1.01	807863
12	8274	835714	0.98	843988
13	7851	848544	0.92	856395
14	8303	822686	1.00	830989
15	8314	831089	0.99	839403
16	8694	879083	0.98	887777
17	7971	802419	0.98	810390
18	7908	826850	0.95	834758
19	8028	836711	0.95	844739
20	7693	830427	0.92	838120
21	7611	813185	0.93	820796
22	7970	824138	0.96	832108
23	7933	818389	0.96	826322
24	7389	791697	0.92	799086
25	8171	834118	0.97	842289
26	8333	822284	1.00	830617
27	8408	785823	1.06	794231
28	7382	789103	0.93	796485
29	7784	805713	0.96	813497
30	7925	873467	0.90	881392
31	9543	869136	1.09	878679
32	7918	863508	0.91	871426
33	7701	801366	0.95	809067
34	9645	910585	1.05	920230
35	7624	840705	0.90	848329
36	8269	876878	0.93	885147
37	7360	826149	0.88	833509
38	7772	832250	0.93	840022
39	7581	800038	0.94	807619
40	7151	765773	0.93	772924
41	7015	813608	0.85	820623
42	8063	851849	0.94	859912
43	7123	773386	0.91	780509
44	7333	808719	0.90	816052
45	7248	792975	0.91	800223
46	7068	777397	0.90	784465
47	7000	783954	0.89	790954
48	8753	760403	1.14	769156
49	7196	817062	0.87	824258
50	7237	764508	0.94	771745
51	7183	815046	0.87	822229
52	7758	821372	0.94	829130
53	7248	743577	0.97	750825
54	6610	736031	0.89	742641
55	7343	763093	0.95	770436
56	7354	801123	0.91	808477
57	7061	840408	0.83	847469
58	7393	795962	0.92	803355
59	6605	743075	0.88	749680
60	6588	752364	0.87	758952
61	7706	780352	0.98	788058
62	7065	772678	0.91	779743
63	7033	794293	0.88	801326
64	7131	780146	0.91	787277
65	7080	778961	0.90	786041
66	7126	754665	0.94	761791
67	7063	794664	0.88	801727
68	6645	722883	0.91	729528
69	6623	774724	0.85	781347
70	6643	738566	0.89	745209
71	7133	751495	0.94	758628
72	6652	728935	0.90	735587
73	6696	757039	0.88	763735
74	6712	766986	0.87	773698
75	6507	753284	0.86	759791
76	7397	801754	0.91	809151
77	6850	730941	0.93	737791
78	6334	722513	0.87	728847
79	9081	804822	1.12	813903
80	6738	775205	0.86	781943
81	7257	781712	0.92	788969
82	6391	715698	0.89	722089
83	7014	788372	0.88	795386
84	7187	797461	0.89	804648
85	8285	763966	1.07	772251
86	6472	718148	0.89	724620
87	6433	718209	0.89	724642
88	6671	732411	0.90	739082
89	6397	740493	0.86	746890
90	6152	710202	0.86	716354
91	6502	734762	0.88	741264
92	6053	712067	0.84	718120
93	6279	702827	0.89	709106
94	6165	697964	0.88	704129
95	6719	741140	0.90	747859
96	6190	717537	0.86	723727
97	5848	629390	0.92	635238
98	4545	497106	0.91	501651
99	2981	426494	0.69	429475
100	6984	701780	0.99	708764

