CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
67	2934	314449	0.92	317383
68	2986	325944	0.91	328930
69	2738	307335	0.88	310073
70	2802	304155	0.91	306957
71	2924	314738	0.92	317662
72	2754	302859	0.90	305613
73	2713	317272	0.85	319985
74	2757	296868	0.92	299625
75	2466	294907	0.83	297373
76	2737	299319	0.91	302056
77	2575	304540	0.84	307115
78	2372	286023	0.82	288395
79	2674	302990	0.87	305664
80	2832	316693	0.89	319525
81	2363	283438	0.83	285801
82	2649	296095	0.89	298744
83	2575	288141	0.89	290716
84	2771	283314	0.97	286085
85	2376	283473	0.83	285849
86	2706	306288	0.88	308994
87	2418	280024	0.86	282442
88	2665	280779	0.94	283444
89	2363	271221	0.86	273584
90	2586	276518	0.93	279104
91	2672	299856	0.88	302528
92	2644	289757	0.90	292401
93	2992	305565	0.97	308557
94	2416	272905	0.88	275321
95	2319	266283	0.86	268602
96	2679	287664	0.92	290343
97	2578	264528	0.97	267106
98	1372	170877	0.80	172249
99	1564	188438	0.82	190002
100	2619	255027	1.02	257646

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	1938	19346	9.11	21284
2	129	9773	1.30	9902
3	169	11569	1.44	11738
4	11383	987790	1.14	999173
5	8003	854816	0.93	862819
6	9268	970437	0.95	979705
7	9376	1026144	0.91	1035520
8	9641	1041128	0.92	1050769
9	8958	965066	0.92	974024
10	9373	979714	0.95	989087
11	9266	996451	0.92	1005717
12	8973	965096	0.92	974069
13	9002	1017446	0.88	1026448
14	9163	985804	0.92	994967
15	8876	982518	0.90	991394
16	9230	1026157	0.89	1035387
17	8940	991075	0.89	1000015
18	8617	971393	0.88	980010
19	9181	1011507	0.90	1020688
20	9006	988469	0.90	997475
21	8591	982469	0.87	991060
22	9041	962731	0.93	971772
23	8713	950654	0.91	959367
24	8550	954830	0.89	963380
25	8899	975718	0.90	984617
26	9486	972032	0.97	981518
27	9881	955665	1.02	965546
28	8526	986269	0.86	994795
29	8732	953596	0.91	962328
30	8644	994814	0.86	1003458
31	9248	993729	0.92	1002977
32	8805	971691	0.90	980496
33	8348	976301	0.85	984649
34	9135	1008904	0.90	1018039
35	8710	997430	0.87	1006140
36	9214	1005391	0.91	1014605
37	8706	995310	0.87	1004016
38	8550	975534	0.87	984084
39	8536	964644	0.88	973180
40	8096	946160	0.85	954256
41	8253	939456	0.87	947709
42	8811	989691	0.88	998502
43	8658	963528	0.89	972186
44	8200	947466	0.86	955666
45	8146	941538	0.86	949684
46	7898	943645	0.83	951543
47	8188	941254	0.86	949442
48	10303	939603	1.08	949906
49	8611	947971	0.90	956582
50	7877	914160	0.85	922037
51	8075	973700	0.82	981775
52	8551	948076	0.89	956627
53	8625	889175	0.96	897800
54	8104	909104	0.88	917208
55	7912	912485	0.86	920397
56	8075	933854	0.86	941929
57	8408	935836	0.89	944244
58	8627	933047	0.92	941674
59	8082	899069	0.89	907151
60	7737	900376	0.85	908113
61	8290	901159	0.91	909449
62	8134	901161	0.89	909295
63	8256	897819	0.91	906075
64	7872	891950	0.87	899822
65	7804	923827	0.84	931631
66	8594	903450	0.94	912044
67	7965	891528	0.89	899493
68	7826	864595	0.90	872421
69	7871	877134	0.89	885005
70	7560	854557	0.88	862117
71	7844	866368	0.90	874212
72	7361	847977	0.86	855338
73	7716	856857	0.89	864573
74	7451	835288	0.88	842739
75	7410	888244	0.83	895654
76	7909	869949	0.90	877858
77	7814	847001	0.91	854815
78	7124	837029	0.84	844153
79	7237	853843	0.84	861080
80	7180	839703	0.85	846883
81	7592	857236	0.88	864828
82	7036	817418	0.85	824454
83	7717	843448	0.91	851165
84	7607	858717	0.88	866324
85	7763	831165	0.93	838928
86	7015	820644	0.85	827659
87	7173	804951	0.88	812124
88	7193	820786	0.87	827979
89	7199	825661	0.86	832860
90	7118	787776	0.90	794894
91	7134	822633	0.86	829767
92	7009	793012	0.88	800021
93	6952	786135	0.88	793087
94	6889	777380	0.88	784269
95	7191	803781	0.89	810972
96	6822	791517	0.85	798339
97	6788	706122	0.95	712910
98	4338	510587	0.84	514925
99	3347	475778	0.70	479125
100	7064	753252	0.93	760316

