CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
29	15607	1688144	0.92	1703751
30	15908	1732885	0.91	1748793
31	17056	1762533	0.96	1779589
32	15824	1728866	0.91	1744690
33	15503	1688481	0.91	1703984
34	16237	1754096	0.92	1770333
35	16032	1770448	0.90	1786480
36	16115	1784634	0.89	1800749
37	15830	1743251	0.90	1759081
38	15703	1706517	0.91	1722220
39	14820	1687872	0.87	1702692
40	14594	1652771	0.88	1667365
41	15007	1669282	0.89	1684289
42	15199	1736394	0.87	1751593
43	15368	1709896	0.89	1725264
44	14718	1669464	0.87	1684182
45	15079	1651767	0.90	1666846
46	14324	1634068	0.87	1648392
47	14687	1633361	0.89	1648048
48	18776	1658505	1.12	1677281
49	14852	1663955	0.88	1678807
50	14652	1610998	0.90	1625650
51	14823	1732770	0.85	1747593
52	14767	1669181	0.88	1683948
53	14840	1546930	0.95	1561770
54	14158	1587532	0.88	1601690
55	14418	1604412	0.89	1618830
56	14934	1622256	0.91	1637190
57	14933	1670623	0.89	1685556
58	15164	1627635	0.92	1642799
59	13900	1572054	0.88	1585954
60	13954	1570351	0.88	1584305
61	14634	1580389	0.92	1595023
62	14281	1582670	0.89	1596951
63	13930	1578600	0.87	1592530
64	14184	1560407	0.90	1574591
65	14298	1631244	0.87	1645542
66	15763	1604270	0.97	1620033
67	13978	1581447	0.88	1595425
68	13929	1512886	0.91	1526815
69	13397	1532238	0.87	1545635
70	13923	1503779	0.92	1517702
71	14278	1518995	0.93	1533273
72	13020	1489833	0.87	1502853
73	13222	1495228	0.88	1508450
74	12520	1464284	0.85	1476804
75	13526	1579804	0.85	1593330
76	13788	1521166	0.90	1534954
77	13055	1471440	0.88	1484495
78	12296	1449015	0.84	1461311
79	13222	1508884	0.87	1522106
80	12736	1474873	0.86	1487609
81	13602	1500508	0.90	1514110
82	12618	1446374	0.86	1458992
83	13179	1486200	0.88	1499379
84	14141	1514621	0.92	1528762
85	14410	1454136	0.98	1468546
86	12906	1431049	0.89	1443955
87	12475	1405458	0.88	1417933
88	12371	1426953	0.86	1439324
89	12326	1431990	0.85	1444316
90	11989	1379314	0.86	1391303
91	12712	1448740	0.87	1461452
92	12044	1378956	0.87	1391000
93	11687	1366655	0.85	1378342
94	11738	1362849	0.85	1374587
95	13244	1441044	0.91	1454288
96	11951	1396754	0.85	1408705
97	11510	1248337	0.91	1259847
98	7462	910727	0.81	918189
99	5956	833596	0.71	839552
100	12045	1317663	0.91	1329708

