CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
13	2348	245090	0.95	247438
14	2113	224696	0.93	226809
15	2410	249415	0.96	251825
16	2022	250607	0.80	252629
17	2137	244487	0.87	246624
18	2301	252847	0.90	255148
19	2306	251612	0.91	253918
20	2061	233543	0.87	235604
21	2226	245442	0.90	247668
22	2356	229662	1.02	232018
23	1982	224680	0.87	226662
24	2045	239983	0.84	242028
25	2027	220970	0.91	222997
26	2330	235686	0.98	238016
27	2362	227149	1.03	229511
28	2167	230186	0.93	232353
29	2271	240872	0.93	243143
30	2101	246261	0.85	248362
31	2146	249058	0.85	251204
32	2211	245005	0.89	247216
33	2149	248114	0.86	250263
34	2176	230224	0.94	232400
35	2158	221857	0.96	224015
36	1971	233980	0.84	235951
37	2282	260784	0.87	263066
38	2220	261145	0.84	263365
39	2219	240798	0.91	243017
40	2610	267441	0.97	270051
41	2127	226949	0.93	229076
42	2279	241847	0.93	244126
43	2454	248904	0.98	251358
44	1980	225820	0.87	227800
45	2538	238548	1.05	241086
46	2198	235813	0.92	238011
47	2173	238048	0.90	240221
48	2943	255196	1.14	258139
49	2068	217207	0.94	219275
50	1946	225250	0.86	227196
51	2081	218991	0.94	221072
52	2225	236411	0.93	238636
53	2069	226983	0.90	229052
54	2031	223613	0.90	225644
55	2192	237168	0.92	239360
56	1977	217972	0.90	219949
57	2043	220980	0.92	223023
58	2005	227258	0.87	229263
59	1738	214235	0.80	215973
60	2039	219108	0.92	221147
61	2223	230791	0.95	233014
62	2189	227319	0.95	229508
63	2140	220928	0.96	223068
64	2129	244460	0.86	246589
65	1956	216124	0.90	218080
66	2184	214155	1.01	216339
67	2217	233454	0.94	235671
68	2133	226583	0.93	228716
69	2048	220253	0.92	222301
70	1837	211515	0.86	213352
71	2014	219074	0.91	221088
72	1794	207534	0.86	209328
73	1935	221249	0.87	223184
74	2203	229939	0.95	232142
75	1793	199320	0.89	201113
76	1966	209360	0.93	211326
77	1843	212074	0.86	213917
78	1728	192247	0.89	193975
79	1995	214313	0.92	216308
80	1993	209768	0.94	211761
81	1733	194229	0.88	195962
82	1810	205749	0.87	207559
83	1966	203410	0.96	205376
84	2402	214895	1.11	217297
85	1810	204282	0.88	206092
86	1811	207803	0.86	209614
87	1748	198984	0.87	200732
88	1756	199266	0.87	201022
89	1800	193238	0.92	195038
90	1857	193932	0.95	195789
91	2283	230638	0.98	232921
92	1924	206065	0.93	207989
93	2091	221863	0.93	223954
94	1775	189066	0.93	190841
95	1638	184252	0.88	185890
96	1809	210287	0.85	212096
97	1679	179216	0.93	180895
98	897	125518	0.71	126415
99	1073	128850	0.83	129923
100	1943	182621	1.05	184564

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	7204	122026	5.57	129230
2	2399	70614	3.29	73013
3	2079	74124	2.73	76203
4	8983	681278	1.30	690261
5	6665	596718	1.10	603383
6	7359	701480	1.04	708839
7	7829	737253	1.05	745082
8	7660	747257	1.01	754917
9	7165	688168	1.03	695333
10	7385	711903	1.03	719288
11	6800	697942	0.96	704742
12	6862	702864	0.97	709726
13	6663	724212	0.91	730875
14	7088	701221	1.00	708309
15	6555	694175	0.94	700730
16	6787	727117	0.92	733904
17	6744	683132	0.98	689876
18	6570	693143	0.94	699713
19	6554	710545	0.91	717099
20	6584	697946	0.93	704530
21	6356	696705	0.90	703061
22	6562	696851	0.93	703413
23	6517	691767	0.93	698284
24	6251	679961	0.91	686212
25	6437	691672	0.92	698109
26	6831	684824	0.99	691655
27	7204	682806	1.04	690010
28	6391	680508	0.93	686899
29	6236	676603	0.91	682839
30	6344	722493	0.87	728837
31	7299	726371	0.99	733670
32	6738	708291	0.94	715029
33	6135	681555	0.89	687690
34	7373	750809	0.97	758182
35	6351	707447	0.89	713798
36	6671	722249	0.92	728920
37	6289	714738	0.87	721027
38	6340	694941	0.90	701281
39	6287	682948	0.91	689235
40	6048	657189	0.91	663237
41	5947	672781	0.88	678728
42	6549	713749	0.91	720298
43	6031	662708	0.90	668739
44	6127	675606	0.90	681733
45	6053	671107	0.89	677160
46	5813	657862	0.88	663675
47	5751	657499	0.87	663250
48	7032	642415	1.08	649447
49	5761	665058	0.86	670819
50	5614	641909	0.87	647523
51	5862	679988	0.85	685850
52	6169	684125	0.89	690294
53	6341	629178	1.00	635519
54	5795	631100	0.91	636895
55	5888	639455	0.91	645343
56	6014	662924	0.90	668938
57	6071	676829	0.89	682900
58	6189	656951	0.93	663140
59	5807	624467	0.92	630274
60	5781	630877	0.91	636658
61	6202	649348	0.95	655550
62	6021	634609	0.94	640630
63	5747	651635	0.87	657382
64	5860	646474	0.90	652334
65	5736	654413	0.87	660149
66	6126	624631	0.97	630757
67	5796	654214	0.88	660010
68	5361	609288	0.87	614649
69	5794	635762	0.90	641556
70	5378	614165	0.87	619543
71	5933	623569	0.94	629502
72	5403	602218	0.89	607621
73	5493	622152	0.88	627645
74	5419	621030	0.87	626449
75	5459	622718	0.87	628177
76	6018	638431	0.93	644449
77	5466	600955	0.90	606421
78	4904	590383	0.82	595287
79	6451	629781	1.01	636232
80	5301	619127	0.85	624428
81	5878	632583	0.92	638461
82	5174	575327	0.89	580501
83	5762	633543	0.90	639305
84	5741	626335	0.91	632076
85	6626	619048	1.06	625674
86	5338	585331	0.90	590669
87	5019	578191	0.86	583210
88	5404	588977	0.91	594381
89	5293	598638	0.88	603931
90	5106	570244	0.89	575350
91	5176	585418	0.88	590594
92	4985	568229	0.87	573214
93	4891	563062	0.86	567953
94	5030	558547	0.89	563577
95	5120	574936	0.88	580056
96	4970	583660	0.84	588630
97	4626	505405	0.91	510031
98	3306	382608	0.86	385914
99	2516	337450	0.74	339966
100	5428	552539	0.97	557967

