CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
87	799	77438	1.02	78237
88	784	76723	1.01	77507
89	760	74245	1.01	75005
90	800	75325	1.05	76125
91	986	87121	1.12	88107
92	845	78441	1.07	79286
93	894	83861	1.05	84755
94	765	74566	1.02	75331
95	777	73092	1.05	73869
96	887	80522	1.09	81409
97	727	73230	0.98	73957
98	477	48751	0.97	49228
99	494	50849	0.96	51343
100	801	70685	1.12	71486

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	3392	14329	19.14	17721
2	2850	7068	28.74	9918
3	2847	8362	25.40	11209
4	6016	268975	2.19	274991
5	5141	237823	2.12	242964
6	5424	275680	1.93	281104
7	5401	286442	1.85	291843
8	5566	291171	1.88	296737
9	5223	267311	1.92	272534
10	5315	273800	1.90	279115
11	5374	276340	1.91	281714
12	5199	270608	1.89	275807
13	5209	281441	1.82	286650
14	5403	276239	1.92	281642
15	5138	277026	1.82	282164
16	5342	287803	1.82	293145
17	5351	275929	1.90	281280
18	5103	271816	1.84	276919
19	5195	282648	1.80	287843
20	5205	276529	1.85	281734
21	5251	274730	1.88	279981
22	5078	269735	1.85	274813
23	5093	267581	1.87	272674
24	5224	266757	1.92	271981
25	5161	273560	1.85	278721
26	5414	272189	1.95	277603
27	5492	265749	2.02	271241
28	5144	269281	1.87	274425
29	5082	266154	1.87	271236
30	5126	278590	1.81	283716
31	5182	279780	1.82	284962
32	5027	273584	1.80	278611
33	4969	267526	1.82	272495
34	5260	285861	1.81	291121
35	5186	279476	1.82	284662
36	5216	281981	1.82	287197
37	5294	275662	1.88	280956
38	5223	273612	1.87	278835
39	4899	265697	1.81	270596
40	5046	261723	1.89	266769
41	5078	263587	1.89	268665
42	5266	278211	1.86	283477
43	4927	265385	1.82	270312
44	5207	263202	1.94	268409
45	4875	259619	1.84	264494
46	4914	260198	1.85	265112
47	5001	258846	1.90	263847
48	5636	262023	2.11	267659
49	5118	266006	1.89	271124
50	4823	255849	1.85	260672
51	4839	271007	1.75	275846
52	4899	264310	1.82	269209
53	4847	245869	1.93	250716
54	4840	252731	1.88	257571
55	4882	254920	1.88	259802
56	4891	260849	1.84	265740
57	4774	262749	1.78	267523
58	4887	259543	1.85	264430
59	4867	250978	1.90	255845
60	4658	253082	1.81	257740
61	4598	252766	1.79	257364
62	4663	251609	1.82	256272
63	4649	251742	1.81	256391
64	4642	249245	1.83	253887
65	4754	260360	1.79	265114
66	4732	251451	1.85	256183
67	4424	254217	1.71	258641
68	4529	243136	1.83	247665
69	4495	249048	1.77	253543
70	4340	241187	1.77	245527
71	4329	243530	1.75	247859
72	4256	238014	1.76	242270
73	4111	243489	1.66	247600
74	4052	238501	1.67	242553
75	4277	250173	1.68	254450
76	4242	248181	1.68	252423
77	4224	238739	1.74	242963
78	4199	234175	1.76	238374
79	4187	246779	1.67	250966
80	4138	239732	1.70	243870
81	3918	244050	1.58	247968
82	3784	231215	1.61	234999
83	3988	240723	1.63	244711
84	4147	246673	1.65	250820
85	4217	237815	1.74	242032
86	3761	230619	1.60	234380
87	3694	228066	1.59	231760
88	3563	231951	1.51	235514
89	3420	233234	1.45	236654
90	3571	224629	1.56	228200
91	3525	232237	1.50	235762
92	3238	223571	1.43	226809
93	3448	222364	1.53	225812
94	3388	219894	1.52	223282
95	3251	228436	1.40	231687
96	3260	225094	1.43	228354
97	3113	199568	1.54	202681
98	2392	146451	1.61	148843
99	2135	133627	1.57	135762
100	3157	214636	1.45	217793

