CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
78	9296	1085544	0.85	1094840
79	9652	1110280	0.86	1119932
80	9356	1092025	0.85	1101381
81	9902	1107686	0.89	1117588
82	8982	1062485	0.84	1071467
83	9848	1095644	0.89	1105492
84	10059	1113989	0.89	1124048
85	9839	1075546	0.91	1085385
86	9337	1065183	0.87	1074520
87	9125	1045701	0.87	1054826
88	9455	1064820	0.88	1074275
89	9381	1070829	0.87	1080210
90	8876	1023566	0.86	1032442
91	9162	1067125	0.85	1076287
92	8868	1029274	0.85	1038142
93	8762	1021073	0.85	1029835
94	8687	1009503	0.85	1018190
95	9347	1045827	0.89	1055174
96	9085	1030747	0.87	1039832
97	8436	917825	0.91	926261
98	5730	661653	0.86	667383
99	4667	616517	0.75	621184
100	8490	973819	0.86	982309

