CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
4	4902	455465	1.06	460367
5	2966	334990	0.88	337956
6	3741	378053	0.98	381794
7	3902	438362	0.88	442264
8	3874	442599	0.87	446473
9	4040	459554	0.87	463594
10	4845	512687	0.94	517532
11	4240	444895	0.94	449135
12	3832	441088	0.86	444920
13	4271	471173	0.90	475444
14	4029	435256	0.92	439285
15	3925	463855	0.84	467780
16	4065	479640	0.84	483705
17	4171	482162	0.86	486333
18	4364	493470	0.88	497834
19	4184	473280	0.88	477464
20	3661	457167	0.79	460828
21	4312	510628	0.84	514940
22	3958	450544	0.87	454502
23	3966	433335	0.91	437301
24	3994	463304	0.85	467298
25	3731	435996	0.85	439727
26	4292	479316	0.89	483608
27	4736	454806	1.03	459542
28	3943	455574	0.86	459517
29	4165	484515	0.85	488680
30	4029	485650	0.82	489679
31	4149	481422	0.85	485571
32	4082	469188	0.86	473270
33	3672	435786	0.84	439458
34	3973	443619	0.89	447592
35	3884	437196	0.88	441080
36	4055	460838	0.87	464893
37	4619	498752	0.92	503371
38	4018	478228	0.83	482246
39	3958	467963	0.84	471921
40	4507	496208	0.90	500715
41	3954	438024	0.89	441978
42	4091	469388	0.86	473479
43	4493	467854	0.95	472347
44	3630	431482	0.83	435112
45	4386	457877	0.95	462263
46	4166	456816	0.90	460982
47	4062	451007	0.89	455069
48	5721	478349	1.18	484070
49	3727	430068	0.86	433795
50	4149	437880	0.94	442029
51	3745	429474	0.86	433219
52	4299	469495	0.91	473794
53	4039	424868	0.94	428907
54	4097	437239	0.93	441336
55	4089	450035	0.90	454124
56	3781	414617	0.90	418398
57	4044	432293	0.93	436337
58	4010	435975	0.91	439985
59	3713	403487	0.91	407200
60	3945	441557	0.89	445502
61	3961	443676	0.88	447637
62	4022	437745	0.91	441767
63	4083	438213	0.92	442296
64	4165	462371	0.89	466536
65	3710	416543	0.88	420253
66	3946	421547	0.93	425493
67	3831	424637	0.89	428468
68	4106	444078	0.92	448184
69	3800	418898	0.90	422698
70	3652	412332	0.88	415984
71	4048	427337	0.94	431385
72	3716	417555	0.88	421271
73	3820	420671	0.90	424491
74	3986	427750	0.92	431736
75	3483	403089	0.86	406572
76	3461	399061	0.86	402522
77	3395	414935	0.81	418330
78	3490	393215	0.88	396705
79	3719	415357	0.89	419076
80	3812	428185	0.88	431997
81	3328	387821	0.85	391149
82	3540	408411	0.86	411951
83	3546	394592	0.89	398138
84	3705	386338	0.95	390043
85	3410	382894	0.88	386304
86	3524	422676	0.83	426200
87	3442	390702	0.87	394144
88	3591	386931	0.92	390522
89	3539	376629	0.93	380168
90	3502	378174	0.92	381676
91	4078	424922	0.95	429000
92	3478	398787	0.86	402265
93	3734	403156	0.92	406890
94	3268	371034	0.87	374302
95	3225	364661	0.88	367886
96	3365	386223	0.86	389588
97	3476	367968	0.94	371444
98	1851	231221	0.79	233072
99	1951	256890	0.75	258841
100	3287	355032	0.92	358319

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	2024	13803	12.79	15827
2	112	5108	2.15	5220
3	84	5965	1.39	6049
4	15227	1385945	1.09	1401172
5	11286	1203438	0.93	1214724
6	12366	1326393	0.92	1338759
7	13241	1426459	0.92	1439700
8	13205	1412782	0.93	1425987
9	11814	1323182	0.88	1334996
10	12559	1368305	0.91	1380864
11	12476	1366637	0.90	1379113
12	11956	1316498	0.90	1328454
13	12123	1416743	0.85	1428866
14	12499	1363173	0.91	1375672
15	11878	1349397	0.87	1361275
16	12458	1413403	0.87	1425861
17	12097	1361163	0.88	1373260
18	11902	1341568	0.88	1353470
19	12116	1376919	0.87	1389035
20	12220	1347541	0.90	1359761
21	11439	1351869	0.84	1363308
22	12005	1316723	0.90	1328728
23	11756	1297481	0.90	1309237
24	11635	1309410	0.88	1321045
25	12443	1351250	0.91	1363693
26	12750	1335219	0.95	1347969
27	13370	1319083	1.00	1332453
28	11580	1343890	0.85	1355470
29	11878	1309218	0.90	1321096
30	11429	1352399	0.84	1363828
31	13311	1384990	0.95	1398301
32	11830	1340879	0.87	1352709
33	11709	1323527	0.88	1335236
34	12320	1364670	0.89	1376990
35	11734	1367921	0.85	1379655
36	11797	1369932	0.85	1381729
37	11837	1375361	0.85	1387198
38	11582	1329110	0.86	1340692
39	11167	1328905	0.83	1340072
40	11484	1298087	0.88	1309571
41	11501	1306335	0.87	1317836
42	11730	1362735	0.85	1374465
43	11369	1321537	0.85	1332906
44	11145	1291932	0.86	1303077
45	11699	1291470	0.90	1303169
46	11142	1281689	0.86	1292831
47	10875	1287147	0.84	1298022
48	14348	1312895	1.08	1327243
49	11720	1299043	0.89	1310763
50	11010	1251420	0.87	1262430
51	11005	1324126	0.82	1335131
52	10994	1295445	0.84	1306439
53	11658	1218130	0.95	1229788
54	10772	1250470	0.85	1261242
55	10652	1257371	0.84	1268023
56	11037	1271196	0.86	1282233
57	11204	1296073	0.86	1307277
58	11613	1274900	0.90	1286513
59	10741	1239643	0.86	1250384
60	10553	1241364	0.84	1251917
61	11541	1245781	0.92	1257322
62	10652	1237247	0.85	1247899
63	10597	1236711	0.85	1247308
64	10811	1239896	0.86	1250707
65	10808	1263160	0.85	1273968
66	11837	1242706	0.94	1254543
67	10430	1251877	0.83	1262307
68	10281	1198296	0.85	1208577
69	10399	1201998	0.86	1212397
70	10718	1192083	0.89	1202801
71	10989	1216198	0.90	1227187
72	10004	1180728	0.84	1190732
73	10398	1184254	0.87	1194652
74	9923	1154359	0.85	1164282
75	10409	1222268	0.84	1232677
76	10444	1195238	0.87	1205682
77	10290	1168877	0.87	1179167
78	9933	1153381	0.85	1163314
79	9936	1183817	0.83	1193753
80	9779	1166055	0.83	1175834
81	10270	1182057	0.86	1192327
82	10048	1149035	0.87	1159083
83	10286	1183811	0.86	1194097
84	10395	1199385	0.86	1209780
85	11053	1161698	0.94	1172751
86	9836	1143852	0.85	1153688
87	9914	1123012	0.88	1132926
88	9758	1134713	0.85	1144471
89	9820	1137788	0.86	1147608
90	9344	1102796	0.84	1112140
91	9763	1129233	0.86	1138996
92	9715	1104179	0.87	1113894
93	9443	1090551	0.86	1099994
94	9480	1086938	0.86	1096418
95	9913	1122220	0.88	1132133
96	9448	1118641	0.84	1128089
97	8925	1004439	0.88	1013364
98	6115	723996	0.84	730111
99	4819	667525	0.72	672344
100	9660	1056001	0.91	1065661

