CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
57	2174	237312	0.91	239486
58	2362	236373	0.99	238735
59	2088	219850	0.94	221938
60	2189	230084	0.94	232273
61	2349	236411	0.98	238760
62	2268	236445	0.95	238713
63	2209	233189	0.94	235398
64	2351	258829	0.90	261180
65	2024	227566	0.88	229590
66	2262	226425	0.99	228687
67	2227	236781	0.93	239008
68	2103	228711	0.91	230814
69	2142	232710	0.91	234852
70	2232	222569	0.99	224801
71	2323	233819	0.98	236142
72	1952	219095	0.88	221047
73	2242	232679	0.95	234921
74	2394	234618	1.01	237012
75	2078	210989	0.98	213067
76	1909	218108	0.87	220017
77	2084	218387	0.95	220471
78	1906	202425	0.93	204331
79	2038	221473	0.91	223511
80	2103	216048	0.96	218151
81	2031	203616	0.99	205647
82	1997	214003	0.92	216000
83	1986	209628	0.94	211614
84	2462	218623	1.11	221085
85	1973	210275	0.93	212248
86	1812	204782	0.88	206594
87	1903	204136	0.92	206039
88	1985	206379	0.95	208364
89	1909	199328	0.95	201237
90	1770	202165	0.87	203935
91	2394	237938	1.00	240332
92	1892	200746	0.93	202638
93	2177	221281	0.97	223458
94	1770	195654	0.90	197424
95	1955	193428	1.00	195383
96	2093	219458	0.94	221551
97	1765	176966	0.99	178731
98	1133	132493	0.85	133626
99	1162	134554	0.86	135716
100	1945	186565	1.03	188510

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	2541	25671	9.01	28212
2	489	13967	3.38	14456
3	400	13990	2.78	14390
4	8564	702339	1.20	710903
5	6236	612288	1.01	618524
6	7338	718364	1.01	725702
7	7731	758637	1.01	766368
8	7718	772569	0.99	780287
9	6814	715121	0.94	721935
10	7246	731649	0.98	738895
11	7017	712578	0.98	719595
12	7118	717804	0.98	724922
13	6907	740445	0.92	747352
14	7089	717552	0.98	724641
15	7233	722885	0.99	730118
16	7092	750925	0.94	758017
17	6816	714485	0.94	721301
18	6699	714578	0.93	721277
19	6797	741428	0.91	748225
20	7354	726408	1.00	733762
21	6714	724730	0.92	731444
22	6767	718967	0.93	725734
23	7112	707693	0.99	714805
24	6576	701619	0.93	708195
25	7165	718223	0.99	725388
26	7143	709555	1.00	716698
27	7599	702351	1.07	709950
28	6615	702520	0.93	709135
29	6661	699828	0.94	706489
30	6724	743323	0.90	750047
31	7840	740439	1.05	748279
32	7079	723596	0.97	730675
33	6517	705313	0.92	711830
34	7398	754999	0.97	762397
35	6771	725266	0.92	732037
36	6748	743750	0.90	750498
37	6587	726881	0.90	733468
38	6904	719732	0.95	726636
39	6708	695747	0.95	702455
40	6260	679703	0.91	685963
41	6356	691515	0.91	697871
42	7061	732852	0.95	739913
43	6380	678797	0.93	685177
44	6257	685383	0.90	691640
45	6408	684122	0.93	690530
46	6244	678622	0.91	684866
47	5939	681898	0.86	687837
48	7747	670715	1.14	678462
49	6235	688209	0.90	694444
50	5987	660204	0.90	666191
51	6147	692450	0.88	698597
52	6513	706590	0.91	713103
53	6578	650516	1.00	657094
54	6069	650114	0.92	656183
55	6187	657246	0.93	663433
56	6220	679793	0.91	686013
57	6171	691378	0.88	697549
58	6542	683185	0.95	689727
59	6048	647904	0.92	653952
60	6050	657802	0.91	663852
61	6470	662314	0.97	668784
62	6100	657292	0.92	663392
63	6045	659378	0.91	665423
64	6218	661267	0.93	667485
65	5888	661368	0.88	667256
66	6373	633210	1.00	639583
67	6101	662388	0.91	668489
68	5625	629030	0.89	634655
69	6002	651695	0.91	657697
70	5944	629827	0.93	635771
71	6408	645002	0.98	651410
72	5640	614281	0.91	619921
73	5677	629564	0.89	635241
74	5714	629591	0.90	635305
75	5652	624172	0.90	629824
76	6064	649273	0.93	655337
77	5558	619018	0.89	624576
78	5265	608136	0.86	613401
79	6535	642036	1.01	648571
80	5557	631269	0.87	636826
81	6002	642690	0.93	648692
82	5284	596317	0.88	601601
83	5931	646285	0.91	652216
84	6103	643247	0.94	649350
85	6535	630322	1.03	636857
86	5474	594175	0.91	599649
87	5200	591075	0.87	596275
88	5591	601354	0.92	606945
89	5577	599945	0.92	605522
90	5233	579819	0.89	585052
91	5488	593886	0.92	599374
92	5302	581789	0.90	587091
93	5299	571043	0.92	576342
94	5460	570682	0.95	576142
95	5180	575124	0.89	580304
96	5174	591283	0.87	596457
97	5006	511164	0.97	516170
98	3664	389539	0.93	393203
99	2846	346919	0.81	349765
100	6092	564505	1.07	570597

