CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
22	3842	417469	0.91	421311
23	3563	407867	0.87	411430
24	3693	427250	0.86	430943
25	3422	400233	0.85	403655
26	4417	454743	0.96	459160
27	4282	419798	1.01	424080
28	3759	421681	0.88	425440
29	4009	455827	0.87	459836
30	4063	451781	0.89	455844
31	4203	450001	0.93	454204
32	3852	432756	0.88	436608
33	3501	409961	0.85	413462
34	3772	416358	0.90	420130
35	3816	414817	0.91	418633
36	3986	426143	0.93	430129
37	4171	470281	0.88	474452
38	4083	427605	0.95	431688
39	3865	434913	0.88	438778
40	4217	447214	0.93	451431
41	3578	404768	0.88	408346
42	3815	432325	0.87	436140
43	4016	437718	0.91	441734
44	3855	403426	0.95	407281
45	4343	429228	1.00	433571
46	3802	428152	0.88	431954
47	4190	427428	0.97	431618
48	5512	459258	1.19	464770
49	3642	397602	0.91	401244
50	3653	411236	0.88	414889
51	3679	402268	0.91	405947
52	4368	448163	0.97	452531
53	3818	401114	0.94	404932
54	3790	407180	0.92	410970
55	3729	414913	0.89	418642
56	3473	384014	0.90	387487
57	3690	404098	0.90	407788
58	3682	399203	0.91	402885
59	3440	369811	0.92	373251
60	3833	404221	0.94	408054
61	4133	409424	1.00	413557
62	3880	403931	0.95	407811
63	3900	400154	0.97	404054
64	3848	446962	0.85	450810
65	3536	386844	0.91	390380
66	3914	379508	1.02	383422
67	3716	395500	0.93	399216
68	3833	407272	0.93	411105
69	3833	386761	0.98	390594
70	3678	381072	0.96	384750
71	4099	395607	1.03	399706
72	3428	377382	0.90	380810
73	3865	397975	0.96	401840
74	3548	370083	0.95	373631
75	3546	366284	0.96	369830
76	3447	374480	0.91	377927
77	3480	375060	0.92	378540
78	3171	350201	0.90	353372
79	3263	372967	0.87	376230
80	3610	399156	0.90	402766
81	3168	346207	0.91	349375
82	3420	361920	0.94	365340
83	3154	348854	0.90	352008
84	3510	351324	0.99	354834
85	3086	346905	0.88	349991
86	3290	381145	0.86	384435
87	3002	341730	0.87	344732
88	3128	342957	0.90	346085
89	2940	327624	0.89	330564
90	3384	340638	0.98	344022
91	3338	360843	0.92	364181
92	3332	350056	0.94	353388
93	3958	384256	1.02	388214
94	3299	328868	0.99	332167
95	2926	325295	0.89	328221
96	3121	347549	0.89	350670
97	3089	334068	0.92	337157
98	1696	210333	0.80	212029
99	1987	232138	0.85	234125
100	2753	307277	0.89	310030

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	4232	82262	4.89	86494
2	732	44259	1.63	44991
3	784	52700	1.47	53484
4	14516	1239224	1.16	1253740
5	10905	1073292	1.01	1084197
6	12033	1220188	0.98	1232221
7	12365	1283601	0.95	1295966
8	12537	1311780	0.95	1324317
9	11255	1198651	0.93	1209906
10	11897	1224595	0.96	1236492
11	12152	1260228	0.96	1272380
12	11688	1212759	0.95	1224447
13	11844	1264947	0.93	1276791
14	11872	1228607	0.96	1240479
15	11656	1236389	0.93	1248045
16	11461	1276075	0.89	1287536
17	11255	1238050	0.90	1249305
18	10803	1208475	0.89	1219278
19	11473	1265409	0.90	1276882
20	11847	1242451	0.94	1254298
21	11168	1239339	0.89	1250507
22	11222	1209304	0.92	1220526
23	11051	1191140	0.92	1202191
24	10969	1200377	0.91	1211346
25	11807	1232532	0.95	1244339
26	11957	1215669	0.97	1227626
27	12637	1196811	1.04	1209448
28	11125	1229273	0.90	1240398
29	11028	1193382	0.92	1204410
30	11215	1248214	0.89	1259429
31	12310	1248864	0.98	1261174
32	11422	1215337	0.93	1226759
33	11017	1222460	0.89	1233477
34	12098	1267305	0.95	1279403
35	11281	1255434	0.89	1266715
36	11662	1266898	0.91	1278560
37	11567	1246440	0.92	1258007
38	10912	1217826	0.89	1228738
39	11097	1201446	0.92	1212543
40	10914	1184668	0.91	1195582
41	10373	1178951	0.87	1189324
42	11125	1232616	0.89	1243741
43	11141	1212054	0.91	1223195
44	10664	1179657	0.90	1190321
45	10628	1172630	0.90	1183258
46	10265	1161672	0.88	1171937
47	10501	1166823	0.89	1177324
48	13288	1164434	1.13	1177722
49	10686	1174665	0.90	1185351
50	10308	1136372	0.90	1146680
51	10551	1218498	0.86	1229049
52	10907	1178368	0.92	1189275
53	10680	1098369	0.96	1109049
54	10290	1130136	0.90	1140426
55	9920	1124097	0.87	1134017
56	10520	1162473	0.90	1172993
57	10307	1159565	0.88	1169872
58	10936	1144905	0.95	1155841
59	9875	1108013	0.88	1117888
60	9814	1102790	0.88	1112604
61	10530	1113319	0.94	1123849
62	10273	1109574	0.92	1119847
63	10118	1105814	0.91	1115932
64	9786	1080856	0.90	1090642
65	10065	1146728	0.87	1156793
66	10977	1114191	0.98	1125168
67	9867	1086559	0.90	1096426
68	9410	1050697	0.89	1060107
69	9690	1063664	0.90	1073354
70	9604	1037217	0.92	1046821
71	10040	1042126	0.95	1052166
72	9059	1020590	0.88	1029649
73	9214	1031030	0.89	1040244
74	8889	1008466	0.87	1017355
75	9658	1095620	0.87	1105278
76	9462	1052252	0.89	1061714
77	9435	1019449	0.92	1028884
78	8805	1003354	0.87	1012159
79	9270	1031843	0.89	1041113
80	8946	1012088	0.88	1021034
81	9472	1037856	0.90	1047328
82	8525	977604	0.86	986129
83	9030	1009651	0.89	1018681
84	9697	1028788	0.93	1038485
85	9516	992331	0.95	1001847
86	8990	980152	0.91	989142
87	8447	955072	0.88	963519
88	8590	977054	0.87	985644
89	8337	981741	0.84	990078
90	8273	935743	0.88	944016
91	8791	986212	0.88	995003
92	8606	938866	0.91	947472
93	8324	929792	0.89	938116
94	8090	918551	0.87	926641
95	8690	964985	0.89	973675
96	8154	939682	0.86	947836
97	8154	835286	0.97	843440
98	5397	595595	0.90	600992
99	4362	554232	0.78	558594
100	8437	881431	0.95	889868

