CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
24	4035	451313	0.89	455348
25	3754	435647	0.85	439401
26	4517	486021	0.92	490538
27	4589	454866	1.00	459455
28	3811	447416	0.84	451227
29	4341	488972	0.88	493313
30	4175	486161	0.85	490336
31	4275	481827	0.88	486102
32	4417	471319	0.93	475736
33	3752	438408	0.85	442160
34	3994	444074	0.89	448068
35	3810	433177	0.87	436987
36	3970	458700	0.86	462670
37	4553	498495	0.91	503048
38	4187	472159	0.88	476346
39	4011	469674	0.85	473685
40	4604	495075	0.92	499679
41	3876	434398	0.88	438274
42	4077	462146	0.87	466223
43	4242	463435	0.91	467677
44	3835	432314	0.88	436149
45	4516	456088	0.98	460604
46	4250	452653	0.93	456903
47	4127	453298	0.90	457425
48	5608	477031	1.16	482639
49	3857	424420	0.90	428277
50	4115	436444	0.93	440559
51	3883	427417	0.90	431300
52	4661	477786	0.97	482447
53	3960	427300	0.92	431260
54	3832	435093	0.87	438925
55	4230	449420	0.93	453650
56	3771	413269	0.90	417040
57	3650	434941	0.83	438591
58	4205	439149	0.95	443354
59	3640	399887	0.90	403527
60	4122	435458	0.94	439580
61	4109	444971	0.91	449080
62	4204	439678	0.95	443882
63	3855	438299	0.87	442154
64	4257	460818	0.92	465075
65	3654	412958	0.88	416612
66	4107	417556	0.97	421663
67	3964	429968	0.91	433932
68	4251	445242	0.95	449493
69	3862	423553	0.90	427415
70	3779	414903	0.90	418682
71	4200	431769	0.96	435969
72	3788	417550	0.90	421338
73	3785	424676	0.88	428461
74	3925	431796	0.90	435721
75	3638	403074	0.89	406712
76	3666	401059	0.91	404725
77	3544	414600	0.85	418144
78	3573	390403	0.91	393976
79	3823	413477	0.92	417300
80	4073	441780	0.91	445853
81	3444	386526	0.88	389970
82	3477	404145	0.85	407622
83	3346	396676	0.84	400022
84	3753	391192	0.95	394945
85	3350	386384	0.86	389734
86	3573	431069	0.82	434642
87	3390	389395	0.86	392785
88	3557	386378	0.91	389935
89	3770	370533	1.01	374303
90	3299	376690	0.87	379989
91	4227	427063	0.98	431290
92	3668	397332	0.91	401000
93	3861	406284	0.94	410145
94	3186	367987	0.86	371173
95	3236	366826	0.87	370062
96	3618	390888	0.92	394506
97	3711	379811	0.97	383522
98	1828	232296	0.78	234124
99	1917	251705	0.76	253622
100	3370	352547	0.95	355917

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	3773	76587	4.70	80360
2	516	35062	1.45	35578
3	591	45590	1.28	46181
4	15614	1354825	1.14	1370439
5	11712	1207022	0.96	1218734
6	13171	1362280	0.96	1375451
7	14243	1424927	0.99	1439170
8	13665	1445705	0.94	1459370
9	12302	1305735	0.93	1318037
10	13173	1364743	0.96	1377916
11	13118	1364982	0.95	1378100
12	12297	1317476	0.92	1329773
13	12702	1414347	0.89	1427049
14	12658	1360814	0.92	1373472
15	12406	1354081	0.91	1366487
16	13054	1427804	0.91	1440858
17	12502	1368381	0.91	1380883
18	12393	1349570	0.91	1361963
19	12688	1383231	0.91	1395919
20	12889	1356304	0.94	1369193
21	12252	1355562	0.90	1367814
22	12263	1319562	0.92	1331825
23	11803	1306274	0.90	1318077
24	12305	1308625	0.93	1320930
25	13059	1364081	0.95	1377140
26	12931	1336690	0.96	1349621
27	13861	1318311	1.04	1332172
28	11916	1345829	0.88	1357745
29	12420	1317822	0.93	1330242
30	11810	1358930	0.86	1370740
31	13475	1388855	0.96	1402330
32	12203	1349462	0.90	1361665
33	11944	1317732	0.90	1329676
34	12398	1377015	0.89	1389413
35	12253	1381554	0.88	1393807
36	12119	1391206	0.86	1403325
37	12303	1374717	0.89	1387020
38	12113	1338069	0.90	1350182
39	11606	1332252	0.86	1343858
40	11722	1297921	0.90	1309643
41	11748	1307770	0.89	1319518
42	12146	1366179	0.88	1378325
43	11838	1330345	0.88	1342183
44	11444	1301851	0.87	1313295
45	11954	1294102	0.92	1306056
46	10933	1278006	0.85	1288939
47	11467	1288170	0.88	1299637
48	14541	1313394	1.10	1327935
49	11926	1307989	0.90	1319915
50	11193	1262685	0.88	1273878
51	11160	1348793	0.82	1359953
52	11690	1305073	0.89	1316763
53	11676	1217172	0.95	1228848
54	11064	1248814	0.88	1259878
55	11295	1259445	0.89	1270740
56	11422	1279891	0.88	1291313
57	11445	1313397	0.86	1324842
58	11825	1281886	0.91	1293711
59	10998	1241698	0.88	1252696
60	10970	1241209	0.88	1252179
61	11472	1249343	0.91	1260815
62	11175	1246855	0.89	1258030
63	10976	1247540	0.87	1258516
64	11428	1238756	0.91	1250184
65	10871	1277788	0.84	1288659
66	12069	1260330	0.95	1272399
67	11110	1256519	0.88	1267629
68	10677	1200512	0.88	1211189
69	10566	1210231	0.87	1220797
70	11049	1195203	0.92	1206252
71	11296	1213591	0.92	1224887
72	10294	1187878	0.86	1198172
73	10088	1185770	0.84	1195858
74	10436	1158783	0.89	1169219
75	10813	1239874	0.86	1250687
76	11051	1202531	0.91	1213582
77	10343	1165749	0.88	1176092
78	9833	1149161	0.85	1158994
79	10684	1189909	0.89	1200593
80	9821	1169668	0.83	1179489
81	10727	1185662	0.90	1196389
82	10287	1149497	0.89	1159784
83	10266	1186106	0.86	1196372
84	10873	1202188	0.90	1213061
85	11393	1156853	0.98	1168246
86	9916	1137973	0.86	1147889
87	10071	1119660	0.89	1129731
88	9909	1134177	0.87	1144086
89	9815	1136088	0.86	1145903
90	9633	1096162	0.87	1105795
91	9856	1138392	0.86	1148248
92	9595	1094730	0.87	1104325
93	9462	1085783	0.86	1095245
94	9677	1082629	0.89	1092306
95	10291	1126971	0.90	1137262
96	9828	1111506	0.88	1121334
97	9129	993183	0.91	1002312
98	6299	718551	0.87	724850
99	4615	662623	0.69	667238
100	9627	1050471	0.91	1060098

