CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
32	3296	381283	0.86	384579
33	3027	355004	0.85	358031
34	3131	361339	0.86	364470
35	3132	354075	0.88	357207
36	3352	376541	0.88	379893
37	3624	404759	0.89	408383
38	3235	386202	0.83	389437
39	3362	380131	0.88	383493
40	3623	404049	0.89	407672
41	3176	355964	0.88	359140
42	3405	379981	0.89	383386
43	3594	381401	0.93	384995
44	3115	349635	0.88	352750
45	3494	372813	0.93	376307
46	3410	371464	0.91	374874
47	3396	367613	0.92	371009
48	4621	392853	1.16	397474
49	2978	347800	0.85	350778
50	3222	355351	0.90	358573
51	2938	350645	0.83	353583
52	3786	382994	0.98	386780
53	3394	343711	0.98	347105
54	3260	356701	0.91	359961
55	3456	367150	0.93	370606
56	2901	334812	0.86	337713
57	2969	351816	0.84	354785
58	3220	354584	0.90	357804
59	2957	328437	0.89	331394
60	3228	356607	0.90	359835
61	3501	361674	0.96	365175
62	3272	354221	0.92	357493
63	3333	356026	0.93	359359
64	3175	373206	0.84	376381
65	3005	337157	0.88	340162
66	3379	341223	0.98	344602
67	3023	345485	0.87	348508
68	3298	359116	0.91	362414
69	3259	342016	0.94	345275
70	2986	334290	0.89	337276
71	3348	344879	0.96	348227
72	3083	337628	0.90	340711
73	3146	340243	0.92	343389
74	3282	346429	0.94	349711
75	3115	324273	0.95	327388
76	2865	321171	0.88	324036
77	3161	332697	0.94	335858
78	2825	317063	0.88	319888
79	3031	329687	0.91	332718
80	3167	350292	0.90	353459
81	2737	312187	0.87	314924
82	2849	325320	0.87	328169
83	2756	318482	0.86	321238
84	3080	312341	0.98	315421
85	2758	308416	0.89	311174
86	2862	341914	0.83	344776
87	2784	315310	0.88	318094
88	2702	310693	0.86	313395
89	2859	302391	0.94	305250
90	2769	302526	0.91	305295
91	3180	338686	0.93	341866
92	2827	319535	0.88	322362
93	2927	323060	0.90	325987
94	2709	296920	0.90	299629
95	2578	294470	0.87	297048
96	2673	311271	0.85	313944
97	2760	298323	0.92	301083
98	1599	185237	0.86	186836
99	1679	206343	0.81	208022
100	2612	283838	0.91	286450

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	1757	11000	13.77	12757
2	71	3910	1.78	3981
3	62	5041	1.21	5103
4	12746	1116218	1.13	1128964
5	9116	975874	0.93	984990
6	9981	1080552	0.92	1090533
7	10936	1158598	0.94	1169534
8	10798	1151954	0.93	1162752
9	9782	1070598	0.91	1080380
10	10307	1106444	0.92	1116751
11	10252	1110629	0.91	1120881
12	9576	1067663	0.89	1077239
13	9799	1147696	0.85	1157495
14	10268	1100812	0.92	1111080
15	9923	1096662	0.90	1106585
16	10148	1148547	0.88	1158695
17	9797	1106943	0.88	1116740
18	9930	1086020	0.91	1095950
19	9928	1113448	0.88	1123376
20	9634	1090012	0.88	1099646
21	9353	1092675	0.85	1102028
22	9509	1065292	0.88	1074801
23	9477	1052228	0.89	1061705
24	9536	1059525	0.89	1069061
25	10106	1094424	0.91	1104530
26	10275	1080035	0.94	1090310
27	10745	1066371	1.00	1077116
28	9502	1086658	0.87	1096160
29	9778	1057827	0.92	1067605
30	9696	1093322	0.88	1103018
31	10690	1119024	0.95	1129714
32	9959	1083775	0.91	1093734
33	9600	1069824	0.89	1079424
34	10124	1104914	0.91	1115038
35	9410	1104665	0.84	1114075
36	9754	1110707	0.87	1120461
37	9688	1107227	0.87	1116915
38	9276	1070801	0.86	1080077
39	9194	1072773	0.85	1081967
40	9333	1048206	0.88	1057539
41	9240	1052612	0.87	1061852
42	9497	1099013	0.86	1108510
43	9370	1069951	0.87	1079321
44	9027	1046248	0.86	1055275
45	9229	1043515	0.88	1052744
46	8986	1031234	0.86	1040220
47	8855	1038673	0.85	1047528
48	11937	1057402	1.12	1069339
49	9113	1044422	0.86	1053535
50	8994	1010212	0.88	1019206
51	8977	1071040	0.83	1080017
52	9131	1046703	0.86	1055834
53	9322	979415	0.94	988737
54	8556	1007158	0.84	1015714
55	9067	1009166	0.89	1018233
56	8880	1023442	0.86	1032322
57	9255	1045100	0.88	1054355
58	9514	1025775	0.92	1035289
59	8465	995441	0.84	1003906
60	8400	996186	0.84	1004586
61	9499	1001530	0.94	1011029
62	8421	994925	0.84	1003346
63	8670	995828	0.86	1004498
64	8986	995687	0.89	1004673
65	8607	1019513	0.84	1028120
66	9797	1000960	0.97	1010757
67	8710	1003694	0.86	1012404
68	8713	960997	0.90	969710
69	8225	964480	0.85	972705
70	8746	956229	0.91	964975
71	9048	974896	0.92	983944
72	8215	943654	0.86	951869
73	8442	948910	0.88	957352
74	8114	926897	0.87	935011
75	8295	979167	0.84	987462
76	8615	955216	0.89	963831
77	8315	932149	0.88	940464
78	7821	915652	0.85	923473
79	8206	946797	0.86	955003
80	7917	925938	0.85	933855
81	8099	942861	0.85	950960
82	8011	916984	0.87	924995
83	8364	941181	0.88	949545
84	8767	957400	0.91	966167
85	8676	925952	0.93	934628
86	8028	906897	0.88	914925
87	7536	896255	0.83	903791
88	7608	903387	0.84	910995
89	7593	905017	0.83	912610
90	7599	876433	0.86	884032
91	7729	900288	0.85	908017
92	7499	876192	0.85	883691
93	7402	864213	0.85	871615
94	7736	861966	0.89	869702
95	8074	891381	0.90	899455
96	7557	888234	0.84	895791
97	6934	796426	0.86	803360
98	4751	572077	0.82	576828
99	3849	528130	0.72	531979
100	7640	834459	0.91	842099

